"hawker","type","stars","votes","status","address","datetime"
"Cheng Mei Shi Hao Wei Dao","Hawker Stall ","4.5","25","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Jiu Ye 久叶","Hawker Stall ","4.1","23","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Lian Sheng Food Stall","Hawker Stall ","4.8","19","Unknown","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Ah Luck Bean Curd","Hawker Stall ","4.6","18","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Mei Wei Xiao Chi","Hawker Stall ","4.3","13","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Five Foot Way coffee stall","Hawker Stall ","4.8","12","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Lao Cai Shi Minced Meat Noodles","Hawker Stall ","4.8","12","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"老菜市肉脞麪","Hawker Stall ","4.3","11","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Ban Seng Roasted Meat Supplier","Hawker Stall ","4.1","11","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Ah Ho Boneless Braised Duck and Chicken","Restaurant ","3.8","10","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Bai Nian","Soup kitchen ","4.7","9","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Cafe 66","Hawker Stall ","4.8","8","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"碳烤黑叉燒 Charcoal Char Siew","Hawker Stall ","3.4","8","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Tian Tian Wang Hainanese Chicken Rice","Hawker Stall ","4.1","7","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"22 Curry Rice","Hawker Stall ","4.6","7","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Bismillah Yunos Teh Tarik","Hawker Stall ","4.7","6","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Han Lin Dim Sum","Food court ","4.6","5","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Xi-An Hot Pot","Hawker Stall ","4.8","4","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Tanglin Halt Hawker Food Centre","Coffee shop ","3.7","3","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Wang Wang Coffee & Tea 旺旺咖啡茶饮料","Hawker Stall ","2.5","2","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Hajjah R.S.A","Restaurant ","2.5","2","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Delisnacks (#01-19)","Hawker Stall ","2.5","2","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Wanton Mee","Restaurant ","2.5","2","Active","48A Tanglin Halt Rd, Singapore 148813, Singapore","2024-10-06"
"Bakery Brera & Fine Foods Pte Ltd","Bakery ","4.4","646","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"詠記麵家 Ah Wing's Wanton Mee","Bakery ","4.4","646","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Farrer Road Chicken Rice","Hawker Stall ","4.2","63","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Fu Gui Bak Chor mee","Restaurant ","4.7","50","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Bunga Raya Prata Hut","Hawker Stall ","4.3","41","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Somerset Fishball Noodle (#01-89)","Hawker Stall ","4.5","25","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Farrer You Tiao","Hawker Stall ","4.6","23","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Happy World Roast","Hawker Stall ","4.5","20","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Chicks N Chops","Restaurant ","4.1","19","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"bai jia kitchen","Restaurant ","4.2","18","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Wei Ji Desserts","Hawker Stall ","4.9","17","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"添乐 Tien Le, Hong Kong Soy Sauce Chicken","Hawker Stall ","4.5","15","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"D&E Fusion Western Food","Western ","4.9","14","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"七星手工包点 Qi Xing dim sum","Hawker Stall ","4.3","12","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Heng Heng Bak Chor Mee 興興","Hawker Stall ","4.7","12","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Yongfu Ramen 永福拉麵","Hawker Stall ","4.5","12","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Mr. Fun","Western ","4.6","11","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Sintia's Indonesian Food","Western ","4.6","11","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Pastry for Life","Pastries ","4.9","10","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Yong Chai Chicken Rice","Hawker Stall ","4.8","9","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"S.M.S Ibrahim Hot & Cold Drinks Stall","Hawker Stall ","3.9","8","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Shun Fatt Roasted Delights","Hawker Stall ","3.6","8","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"P&T Kopi","Hawker Stall ","1.7","7","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Mei Xiang Cha Shi","Hawker Stall ","3.7","6","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Kuehs and Snacks (Lao Shen Ah Ma Teochew Kueh) @ Empress","Hawker Stall ","3.2","5","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Pondok Marina","Hawker Stall ","3.2","5","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Moideen Cafe","Coffee shop ","4.7","3","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Heng Heng Mushroom Minced Meat Noodles #01-73","Hawker Stall ","4.7","3","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"泉记","Hawker Stall ","3.3","3","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Star cafe","Cafe ","4.5","2","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Zhou Zhuang In Season Fruit","Grocery store ","4.5","2","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Heng Heng Nasi Lemak","Hawker Stall ","4.0","2","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Pin Xiang Hot & Cold Drink","Hawker Stall ","3.0","2","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Empress Grocer","Grocery store ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Zhou Family Herbal Soup (#01-105)","Restaurant ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"源味Guan Traditional Chicken Rice","Chicken ","5.0","1","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"阿婶阿嬷潮州粿","Coffee shop ","3.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Kok Chan Hot & Cold Drink","Hawker Stall ","5.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Empress Road Hawker center","Hawker Stall ","1.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Hup Lee","Grocery store ","4.0","1","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"#01-53/54 Grocery Store","Grocery store ","4.0","1","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Anvar Food Stall","Restaurant","4.0","1","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"大众茶室","Hawker Stall ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"興興香菇肉脞緬","Restaurant","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"M.S.S Empress Indian Food","Restaurant","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Ah Yong Fishball Yong Tau Fu","Restaurant","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Teng An Nga","Grocery store ","4.0","1","Active","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Chia Nyen Oon","Food products supplier ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Yuri's Yong Tau Foo","Food products supplier ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Chop Teck Seng","Convenience store ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Safiah Az Drinks Stall","Hawker Stall ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Bunga Raya Muslim Food","Hawker Stall ","4.0","1","Unknown","Empress Market 7 Empress Rd, Singapore 260007","2024-10-06"
"Mami Midah Briyani","Hawker Stall ","3.9","106","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Anak Bapak Halal Muslim Restaurant","Halal ","4.0","91","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Eng Kee Hainanese Chicken Rice & Porridge","Hawker Stall ","4.4","82","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"福春叻沙卤面 (Fu Chun Laksa & Lor Mee)","Hawker Stall ","4.4","76","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Epok Epok Central","Hawker Stall ","4.0","56","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"潮阳手工鱼丸粿条面汤 Chao Yang Fishball Noodle, Singapore","Hawker Stall ","4.1","45","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"San Xi Hainanese Chicken Rice","Hawker Stall ","4.3","42","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"ALHAM EUNOS (HAWKER CENTRE)","Hawker Stall ","4.6","38","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"海鲜之家 Fish Soup #01-37","Hawker Stall ","3.9","35","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Geylang Homemade Carrot Cake","Hawker Stall ","4.5","34","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"S.J Sickander Ammal Muslim Foods","Hawker Stall ","3.6","30","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Whampoa Soya Bean","Hawker Stall ","3.8","29","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Nasi Lemak Kukus","Hawker Stall ","3.6","27","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Eunos Chwee Kueh 水粿 (#01-40)","Hawker Stall ","4.2","23","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Fen Xiang Fried Kway Teow","Hawker Stall ","4.2","22","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Soon Seng Hot & Cold Drink","Hawker Stall ","4.9","20","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"AROMA NASI LEMAK","Hawker Stall ","4.3","19","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Kacang Pool Special","Hawker Stall ","3.8","18","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Darul Aman Nasi Padang","Hawker Stall ","2.0","17","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Ah May Prawn Noodle","Singaporean ","4.1","14","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Keng Huat Cold & Hot Dessert #01-23","Dessert shop ","3.5","12","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"#01-12 Handmade Noodles","Hawker Stall ","4.4","11","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Khen Seng Heng Coffee","Cafe ","3.2","10","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Seri Satay","Hawker Stall ","4.0","9","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Eunos Yong Tau Foo","Hawker Stall ","3.7","9","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Shahs' Delight","Hawker Stall ","3.7","9","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"AL-AMEEN","Hawker Stall ","3.2","6","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"H&W Family Indian Rojak","Indian ","4.8","6","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"AJ's Corner Mami Junaidah","Indian ","4.8","6","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Yong Ji Cooked Food","Hawker Stall ","3.6","5","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Aisha Teh Tarik Stall","Hawker Stall ","4.0","5","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Ho Ho Jiak 好好吃","Restaurant ","4.8","4","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Delisnacks (#01-28)","Hawker Stall ","4.3","3","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Hassan Sarbat Stall","Juice ","3.7","3","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Eunos Traditional Pancake","Hawker Stall ","4.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Fang Xiang Frozen Vegetarian Food","Vegetarian ","3.0","1","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Jimmana Shahana Drink Stall","Juice ","5.0","1","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"鲜草水清凉甘蔗汁","Hawker Stall ","1.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"N.M.Yosof Sahib & Md.Iqbal Sahib Seri Kembag","Hawker Stall ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Kim Cheong Kee Roasted Meat","Hawker Stall ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Xian Cao Shui Qing Liang Han Zhe Zhi","Hawker Stall ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"#01-110 Hawker Stall","Hawker Stall ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"#01-94 Indonesia Fresh & Frozen Pork","Butcher shop ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Hawkstar Economic Bee Hoon Nasi Lemak","Hawker Stall ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"#01-61 Grocery Store","Grocery store ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Old flavour spinach soup","Hawker Stall ","5.0","1","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Chokdee Beancakes House","Hawker Stall ","5.0","1","Active","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Eunos 0193 Fresh Pork Meat Supply","Butcher shop ","5.0","1","Unknown","Eunos Crescent Market and Food Centre 4A Eunos Cres, Singapore 402004","2024-10-06"
"Wen Wen Big Prawn Mee 文文排骨大虾面","Hawker Stall ","4.4","155","Unknown","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"回味辣椒板面 Hui Wei Chilli Ban Mian (#01-58)","Hawker Stall ","4.3","154","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Cheok Kee Boneless Braised Duck 祝记无骨卤鸭","Hawker Stall ","3.6","141","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"廣東 炖汤•蒸鱼 Canton Delicacies","Hawker Stall ","4.4","90","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Sheng Ji Soya Sauce Chicken Rice/Noodle 生記油雞飯 • 油雞麵","Hawker Stall ","4.5","58","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Ole Sambala Spice (Chicken Rendang/BBQ Seafood/Otah)","Hawker center ","4.8","57","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Shi De Fu Wanton Mee 實得福云吞面 (#01-65)","Hawker Stall ","3.9","39","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Diem Fish Soup","Food court ","3.9","35","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"新记粥品","Hawker Stall ","4.5","33","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"大巴窑93筍粿 (93 Soon Kueh)","Hawker Stall ","4.3","31","Active","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
"Red Stove Fried Prawn Mee","Hawker Stall ","3.1","31","Inactive","Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069)","2024-10-06"
